Date,Rank,Title,gross,theaters,per_theater,total_gross,Genres,Original Language,Director,Release Date (Theator),Runtime,Distributor,Prod Co.,Box Office (Gross USA)
2020/11/6,-,The SpongeBob Movie: Sponge on the Run,"$22,794",55,$414,"$4,810,790","Kids & family, Comedy, Adventure, Animation",English,Tim Hill,,1h 31m,,"Netflix, United Plankton Pictures, Paramount Animation, Media Rights Capital (MRC), Nickelodeon Movies, Nickelodeon Animation Studios",$4.5M
2020/11/6,-,The Call,"$21,609",53,$408,"$513,292",Drama,English,Jason Ferrell,,1h 38m,,,
2020/11/6,-,The Addams Family,"$17,192",107,$161,"$97,864,733","Kids & family, Comedy, Animation",English,"Conrad Vernon, Greg Tiernan","Oct 11, 2019",1h 27m,Metro-Goldwyn-Mayer,"Metro Goldwyn Mayer, BermanBraun",$673.0K
2020/11/6,-,The Broken Hearts Gallery,"$15,676",258,$61,"$4,062,907","Romance, Comedy",English,Natalie Krinsky,"Sep 11, 2020",1h 50m,"Stage 6, Sony Pictures Entertainment","No Trace Camping, Kicked to the Curb Productions",$4.1M
2020/11/6,-,A Call to Spy,"$11,382",27,$422,"$145,086","History, Drama",English,Lydia Dean Pilcher,"Oct 2, 2020",2h 4m,IFC Films,SMT Pictures,$158.9K
2020/11/13,1,Freaky,"$4,372,295","2,472","$1,769","$4,372,295","Horror, Comedy",English,Christopher Landon,"Nov 13, 2020",1h 41m,Universal Pictures,Blumhouse Productions,$9.0M
2020/11/13,2,Let Him Go,"$2,131,835","2,458",$867,"$7,219,300","Drama, Mystery & thriller",English,Thomas Bezucha,"Nov 6, 2020",1h 54m,Focus Features,Mazur / Kaplan Company,$9.4M
2020/11/13,3,The War with Grandpa,"$1,546,890","2,145",$721,"$15,449,593",Comedy,English,Tim Hill,"Oct 9, 2020",1h 34m,101 Studios,"TRI G, Dimension Films, Emmett/Furla/Oasis Films, Marro Films, West Madison Entertainment",$21.3M
2020/11/13,4,Come Play,"$1,288,125","1,966",$655,"$7,504,665","Horror, Mystery & thriller",English,Jacob Chase,"Oct 30, 2020",1h 36m,Focus Features,"The Picture Company, Participant Media, Reliance Entertainment, Amblin Entertainment",$10.5M
2020/11/13,5,Honest Thief,"$976,443","1,843",$530,"$12,558,569","Action, Mystery & thriller",English,Mark Williams,"Oct 16, 2020",1h 39m,Open Road,"Ingenious Media, Cutting Edge Group, J Cubed Film Finance, Sprockefeller Pictures, Briarcliff Entertainment, Samuel Marshall Productions, Argonaut Entertainment Partners, Dreadnought Films, Zero Gravity Management, Honest Thief Productions",$14.2M
2020/11/13,6,Tenet,"$942,600","1,223",$771,"$56,516,417","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures",$58.1M
2020/11/13,-,The Climb,"$143,423",408,$352,"$143,423",Drama,English,John Schmidt,,1h 38m,,Dean River Productions,$78.7K
2020/11/13,-,Missão: Vingança,"$141,235",259,$545,"$141,235","Holiday, Fantasy, Comedy, Mystery & thriller",English,"Ian Nelms, Eshom Nelms","Nov 13, 2020",1h 40m,Saban Films,"Sprockefeller Pictures, Mammoth Entertainment, Windy Hill Pictures, Ingenious, Zed Filmworks, Fortitude International , RBL Studios, Rough House Pictures",$263.7K
2020/11/13,-,Come Away,"$130,470",475,$275,"$130,470","Kids & family, Adventure, Fantasy",English,Brenda Chapman,"Nov 13, 2020",1h 34m,Relativity Media,"Creasun Entertainment, Lakeview Entertainment (II), Fred Films, Hammerstone Studios, Yoruba Saxon Productions, Endurance Media, TinRes Entertainment, ACE Pictures Entertainment",$106.1K
2020/11/13,-,Ammonite,"$122,088",280,$436,"$122,088","Romance, Drama, Lgbtq+",English,Francis Lee,"Nov 13, 2020",2h 0m,NEON,"Cross City Films, See-Saw Films, BBC Films, British Film Institute, Stage 6 Films",$160.9K
2020/11/13,-,The New Mutants,"$114,866",215,$534,"$23,771,361","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre",$23.9M
2020/11/13,-,The Empty Man,"$99,574",506,$197,"$2,940,461","Horror, Mystery & thriller",English,David Prior,"Oct 23, 2020",2h 17m,20th Century Studios,"Boom! Studios, Out of Africa Entertainment",$3.0M
2020/11/13,-,Love and Monsters,"$99,129",129,$768,"$1,070,714","Fantasy, Adventure, Comedy",English,Michael Matthews,"Oct 16, 2020",1h 49m,Paramount Pictures,"Paramount Pictures, Entertainment One, 21 Laps Entertainment",$1.0M
2020/11/13,-,The Informer,"$82,994",168,$494,"$270,399",Mystery & thriller,Chinese,Wong Chung,,1h 39m,,,
2020/11/13,-,Spell,"$69,863",159,$439,"$500,104",,,Unknown Director,,,,,
2020/11/13,-,The Dark and The Wicked,"$44,732",31,"$1,443","$122,746","Horror, Mystery & thriller",English,Bryan Bertino,"Nov 6, 2020",1h 34m,Shudder,"Inwood Road Films, Traveling Picture Show Company (TPSC), Shotgun Shack Pictures, Unbroken Pictures",$157.0K
2020/11/13,-,Unhinged,"$36,854",176,$209,"$20,831,465","Horror, Mystery & thriller",English,Don Gronquist,,1h 19m,,,
2020/11/13,-,Synchronic,"$31,161",62,$503,"$622,550","Sci-fi, Mystery & thriller",English,"Justin Benson, Aaron Moorhead","Oct 23, 2020",1h 40m,Well Go USA Entertainment,"Rustic Films, Patriot Pictures, Love & Death Productions, Pfaff & Pfaff Productions, XYZ Films",$636.7K
2020/11/13,-,2 Hearts,"$21,744",148,$147,"$1,341,493","Romance, Drama",English,Lance Hool,"Oct 16, 2020",1h 40m,Freestyle Releasing,Silver Lion Films,$1.3M
2020/11/13,-,After We Collided,"$20,436",141,$145,"$2,380,901","Romance, Drama",English,Roger Kumble,"Oct 23, 2020",1h 47m,Open Road,"CalMaple, Frayed Pages Entertainment",$2.4M
2020/11/20,1,The Croods: A New Age,"$4,550,255","2,211","$2,058","$4,550,255","Kids & family, Comedy, Adventure, Animation",English,Joel Crawford,"Nov 25, 2020",1h 35m,Universal Pictures,DreamWorks Animation,$58.5M
2020/11/20,2,Freaky,"$1,870,690","2,057",$909,"$6,242,985","Horror, Comedy",English,Christopher Landon,"Nov 13, 2020",1h 41m,Universal Pictures,Blumhouse Productions,$9.0M
2020/11/20,3,The War with Grandpa,"$1,164,218","1,688",$690,"$16,613,811",Comedy,English,Tim Hill,"Oct 9, 2020",1h 34m,101 Studios,"TRI G, Dimension Films, Emmett/Furla/Oasis Films, Marro Films, West Madison Entertainment",$21.3M
2020/11/20,4,Let Him Go,"$1,034,125",987,"$1,048","$8,253,425","Drama, Mystery & thriller",English,Thomas Bezucha,"Nov 6, 2020",1h 54m,Focus Features,Mazur / Kaplan Company,$9.4M
2020/11/20,5,Come Play,"$780,360",694,"$1,124","$8,285,025","Horror, Mystery & thriller",English,Jacob Chase,"Oct 30, 2020",1h 36m,Focus Features,"The Picture Company, Participant Media, Reliance Entertainment, Amblin Entertainment",$10.5M
2020/11/20,6,Honest Thief,"$632,825",975,$649,"$13,191,394","Action, Mystery & thriller",English,Mark Williams,"Oct 16, 2020",1h 39m,Open Road,"Ingenious Media, Cutting Edge Group, J Cubed Film Finance, Sprockefeller Pictures, Briarcliff Entertainment, Samuel Marshall Productions, Argonaut Entertainment Partners, Dreadnought Films, Zero Gravity Management, Honest Thief Productions",$14.2M
2020/11/20,7,Tenet,"$553,268",864,$640,"$57,069,685","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures",$58.1M
2020/11/20,-,The Santa Clause,"$536,000","1,090",$492,"$145,369,357","Kids & family, Holiday, Comedy",English,John Pasquin,"Nov 11, 1994",1h 37m,"Buena Vista Pictures, Hollywood Pictures, Walt Disney Pictures, Buena Vista International [us]","Hollywood Pictures, Walt Disney Pictures, Outlaw Productions",$145.5M
2020/11/20,-,Vanguard,"$521,955","1,200",$435,"$521,955","Action, Mystery & thriller",English,Stanley Tong,"Nov 20, 2020",1h 48m,Gravitas Ventures,"Shenzhen Media Film & Television, Shanghai Lix Entertainment, China Film (Shanghai) International Media Co., Epitome Capital, Tencent Pictures, China Film Group Corporation, Shanghai Tencent Pictures Culture Media",$793.5K
2020/11/20,-,The Last Vermeer,"$338,305",896,$378,"$338,305",Drama,English,Dan Friedkin,"Nov 20, 2020",1h 57m,TriStar Pictures,"Imperative Entertainment, NL Film",$682.3K
2020/11/20,-,Buddy Games,"$216,313",397,$545,"$216,313",Comedy,English,Josh Duhamel,"Nov 20, 2020",1h 36m,Saban Films,,$310.0K
2020/11/20,-,True to the Game 2: Gena’s Story,"$195,829",180,"$1,088","$1,003,155","Crime, Drama",English,Jamal Hill,"Nov 6, 2020",1h 33m,Imani Media Group,Gena's Story,$1.2M
2020/11/20,-,The Forgotten Carols,"$190,214",58,"$3,280","$190,214","Music, Kids & family, Musical",English,Christy Summerhays,"Nov 20, 2020",2h 10m,Purdie Distribution,Shining Star Entertainment,
2020/11/20,-,Missão: Vingança,"$68,852",177,$389,"$210,087","Holiday, Fantasy, Comedy, Mystery & thriller",English,"Ian Nelms, Eshom Nelms","Nov 13, 2020",1h 40m,Saban Films,"Sprockefeller Pictures, Mammoth Entertainment, Windy Hill Pictures, Ingenious, Zed Filmworks, Fortitude International , RBL Studios, Rough House Pictures",$263.7K
2020/11/20,-,The Climb,"$66,620",267,$250,"$210,043",Drama,English,John Schmidt,,1h 38m,,Dean River Productions,$78.7K
2020/11/20,-,National Lampoon’s Christmas Vacation,"$50,000",308,$162,"$67,271,818","Holiday, Comedy",English,Jeremiah S. Chechik,"Dec 1, 1989",1h 37m,Warner Bros.,"Warner Brothers, Hughes Entertainment",$70.0M
2020/11/20,-,The New Mutants,"$48,973",40,"$1,224","$23,820,334","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre",$23.9M
2020/11/20,-,Come Away,"$46,939",264,$178,"$177,409","Kids & family, Adventure, Fantasy",English,Brenda Chapman,"Nov 13, 2020",1h 34m,Relativity Media,"Creasun Entertainment, Lakeview Entertainment (II), Fred Films, Hammerstone Studios, Yoruba Saxon Productions, Endurance Media, TinRes Entertainment, ACE Pictures Entertainment",$106.1K
2020/11/20,-,Frozen,"$35,000","1,367",$26,"$400,773,009",Drama,,Wang Xiaoshuai,,1h 39m,,,$5.7K
2020/11/20,-,The Empty Man,"$30,696",95,$323,"$2,971,157","Horror, Mystery & thriller",English,David Prior,"Oct 23, 2020",2h 17m,20th Century Studios,"Boom! Studios, Out of Africa Entertainment",$3.0M
2020/11/27,1,The Croods: A New Age,"$11,350,155","2,211","$5,133","$15,900,410","Kids & family, Comedy, Adventure, Animation",English,Joel Crawford,"Nov 25, 2020",1h 35m,Universal Pictures,DreamWorks Animation,$58.5M
2020/11/27,2,Freaky,"$1,038,355","1,735",$598,"$7,281,340","Horror, Comedy",English,Christopher Landon,"Nov 13, 2020",1h 41m,Universal Pictures,Blumhouse Productions,$9.0M
2020/11/27,3,The War with Grandpa,"$691,490","1,500",$461,"$17,305,301",Comedy,English,Tim Hill,"Oct 9, 2020",1h 34m,101 Studios,"TRI G, Dimension Films, Emmett/Furla/Oasis Films, Marro Films, West Madison Entertainment",$21.3M
2020/11/27,4,Let Him Go,"$562,970","1,447",$389,"$8,816,395","Drama, Mystery & thriller",English,Thomas Bezucha,"Nov 6, 2020",1h 54m,Focus Features,Mazur / Kaplan Company,$9.4M
2020/11/27,-,Come Play,"$460,805","1,029",$448,"$8,745,830","Horror, Mystery & thriller",English,Jacob Chase,"Oct 30, 2020",1h 36m,Focus Features,"The Picture Company, Participant Media, Reliance Entertainment, Amblin Entertainment",$10.5M
2020/11/27,-,Honest Thief,"$440,970",975,$452,"$13,632,364","Action, Mystery & thriller",English,Mark Williams,"Oct 16, 2020",1h 39m,Open Road,"Ingenious Media, Cutting Edge Group, J Cubed Film Finance, Sprockefeller Pictures, Briarcliff Entertainment, Samuel Marshall Productions, Argonaut Entertainment Partners, Dreadnought Films, Zero Gravity Management, Honest Thief Productions",$14.2M
2020/11/27,-,Tenet,"$355,973",656,$543,"$57,425,658","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures",$58.1M
2020/11/27,-,Vanguard,"$207,537",450,$461,"$729,492","Action, Mystery & thriller",English,Stanley Tong,"Nov 20, 2020",1h 48m,Gravitas Ventures,"Shenzhen Media Film & Television, Shanghai Lix Entertainment, China Film (Shanghai) International Media Co., Epitome Capital, Tencent Pictures, China Film Group Corporation, Shanghai Tencent Pictures Culture Media",$793.5K
2020/11/27,-,The Last Vermeer,"$204,595",896,$228,"$542,900",Drama,English,Dan Friedkin,"Nov 20, 2020",1h 57m,TriStar Pictures,"Imperative Entertainment, NL Film",$682.3K
2020/11/27,-,National Lampoon’s Christmas Vacation,"$170,000",308,$552,"$67,441,818","Holiday, Comedy",English,Jeremiah S. Chechik,"Dec 1, 1989",1h 37m,Warner Bros.,"Warner Brothers, Hughes Entertainment",$70.0M
2020/11/27,-,Buddy Games,"$145,255",397,$366,"$361,568",Comedy,English,Josh Duhamel,"Nov 20, 2020",1h 36m,Saban Films,,$310.0K
2020/11/27,-,The Forgotten Carols,"$107,492",63,"$1,706","$297,706","Music, Kids & family, Musical",English,Christy Summerhays,"Nov 20, 2020",2h 10m,Purdie Distribution,Shining Star Entertainment,
2020/11/27,-,Missão: Vingança,"$39,931",87,$459,"$250,018","Holiday, Fantasy, Comedy, Mystery & thriller",English,"Ian Nelms, Eshom Nelms","Nov 13, 2020",1h 40m,Saban Films,"Sprockefeller Pictures, Mammoth Entertainment, Windy Hill Pictures, Ingenious, Zed Filmworks, Fortitude International , RBL Studios, Rough House Pictures",$263.7K
2020/11/27,-,Always & Forever,"$23,668",9,"$2,630","$43,436",Romance,English,Kevin Connor,,1h 26m,,Larry Levinson Productions,
2020/11/27,-,Zappa,"$15,502",70,$221,"$15,502",Drama,Danish,Bille August,"May 16, 1984",1h 40m,,Per Holst Filmproduktion,
2020/11/27,-,The Climb,"$14,828",52,$285,"$224,871",Drama,English,John Schmidt,,1h 38m,,Dean River Productions,$78.7K
2020/11/27,-,The Empty Man,"$9,997",95,$105,"$2,981,154","Horror, Mystery & thriller",English,David Prior,"Oct 23, 2020",2h 17m,20th Century Studios,"Boom! Studios, Out of Africa Entertainment",$3.0M
2020/11/27,-,The New Mutants,"$8,746",40,$219,"$23,829,080","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre",$23.9M
2020/11/27,-,Embattled,"$8,596",46,$187,"$27,025",Drama,English,Nick Sarkisov,"Nov 20, 2020",1h 57m,IFC Films,Blitz Films,$32.2K
2020/11/27,-,Come Away,"$7,068",264,$27,"$184,477","Kids & family, Adventure, Fantasy",English,Brenda Chapman,"Nov 13, 2020",1h 34m,Relativity Media,"Creasun Entertainment, Lakeview Entertainment (II), Fred Films, Hammerstone Studios, Yoruba Saxon Productions, Endurance Media, TinRes Entertainment, ACE Pictures Entertainment",$106.1K
2020/12/4,1,The Croods: A New Age,"$5,349,695","2,205","$2,426","$21,250,105","Kids & family, Comedy, Adventure, Animation",English,Joel Crawford,"Nov 25, 2020",1h 35m,Universal Pictures,DreamWorks Animation,$58.5M
2020/12/4,2,Half Brothers,"$891,525","1,369",$651,"$891,525","Comedy, Drama",English,Christoph Lehmann,"Sep 21, 2018",1h 37m,Parade Deck Films,,$1.1K
2020/12/4,3,Freaky,"$637,025","1,502",$424,"$7,918,365","Horror, Comedy",English,Christopher Landon,"Nov 13, 2020",1h 41m,Universal Pictures,Blumhouse Productions,$9.0M
2020/12/4,4,All My Life,"$480,930",970,$496,"$480,930","Drama, Romance",English,Marc Meyers,"Dec 4, 2020",1h 33m,Universal Pictures,"Broken Road Productions, Universal Pictures, Perfect World Pictures",$909.9K
2020/12/4,5,The War with Grandpa,"$392,654","1,285",$306,"$17,697,955",Comedy,English,Tim Hill,"Oct 9, 2020",1h 34m,101 Studios,"TRI G, Dimension Films, Emmett/Furla/Oasis Films, Marro Films, West Madison Entertainment",$21.3M
2020/12/4,6,Come Play,"$287,885",773,$372,"$9,033,715","Horror, Mystery & thriller",English,Jacob Chase,"Oct 30, 2020",1h 36m,Focus Features,"The Picture Company, Participant Media, Reliance Entertainment, Amblin Entertainment",$10.5M
2020/12/4,7,Let Him Go,"$269,655","1,113",$242,"$9,086,050","Drama, Mystery & thriller",English,Thomas Bezucha,"Nov 6, 2020",1h 54m,Focus Features,Mazur / Kaplan Company,$9.4M
2020/12/4,8,Honest Thief,"$253,407",785,$323,"$13,885,771","Action, Mystery & thriller",English,Mark Williams,"Oct 16, 2020",1h 39m,Open Road,"Ingenious Media, Cutting Edge Group, J Cubed Film Finance, Sprockefeller Pictures, Briarcliff Entertainment, Samuel Marshall Productions, Argonaut Entertainment Partners, Dreadnought Films, Zero Gravity Management, Honest Thief Productions",$14.2M
2020/12/4,9,Tenet,"$235,906",532,$443,"$57,661,564","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures",$58.1M
2020/12/4,10,National Lampoon’s Christmas Vacation,"$155,000",420,$369,"$67,596,818","Holiday, Comedy",English,Jeremiah S. Chechik,"Dec 1, 1989",1h 37m,Warner Bros.,"Warner Brothers, Hughes Entertainment",$70.0M
2020/12/4,11,The Polar Express,"$155,000",300,$517,"$183,865,445","Kids & family, Holiday, Fantasy, Animation",English,Robert Zemeckis,"Nov 10, 2004",1h 40m,"Warner Bros. Pictures, Castle Rock","Universal CGI, Playtone Productions, ImageMovers, Warner Brothers, Castle Rock Entertainment, Golden Mean",$125.9M
2020/12/4,-,The Last Vermeer,"$85,177",865,$98,"$628,077",Drama,English,Dan Friedkin,"Nov 20, 2020",1h 57m,TriStar Pictures,"Imperative Entertainment, NL Film",$682.3K
2020/12/4,-,The Forgotten Carols,"$74,636",68,"$1,098","$372,342","Music, Kids & family, Musical",English,Christy Summerhays,"Nov 20, 2020",2h 10m,Purdie Distribution,Shining Star Entertainment,
2020/12/4,-,Mario Puzo’s The Godfather Coda: The Death of M…,"$72,923",179,$407,"$66,593,452","Crime, Drama",English,Francis Ford Coppola,"Dec 25, 1990",2h 41m,Paramount Pictures,"Paramount Pictures, Zoetrope Studios",$64.6M
2020/12/4,-,Vanguard,"$52,033",101,$515,"$781,525","Action, Mystery & thriller",English,Stanley Tong,"Nov 20, 2020",1h 48m,Gravitas Ventures,"Shenzhen Media Film & Television, Shanghai Lix Entertainment, China Film (Shanghai) International Media Co., Epitome Capital, Tencent Pictures, China Film Group Corporation, Shanghai Tencent Pictures Culture Media",$793.5K
2020/12/4,-,Buddy Games,"$44,336",199,$223,"$405,904",Comedy,English,Josh Duhamel,"Nov 20, 2020",1h 36m,Saban Films,,$310.0K
2020/12/4,-,Always & Forever,"$25,210",7,"$3,601","$68,646",Romance,English,Kevin Connor,,1h 26m,,Larry Levinson Productions,
2020/12/4,-,Missão: Vingança,"$19,795",42,$471,"$269,813","Holiday, Fantasy, Comedy, Mystery & thriller",English,"Ian Nelms, Eshom Nelms","Nov 13, 2020",1h 40m,Saban Films,"Sprockefeller Pictures, Mammoth Entertainment, Windy Hill Pictures, Ingenious, Zed Filmworks, Fortitude International , RBL Studios, Rough House Pictures",$263.7K
2020/12/4,-,The Climb,"$4,969",12,$414,"$229,840",Drama,English,John Schmidt,,1h 38m,,Dean River Productions,$78.7K
2020/12/4,-,The New Mutants,"$3,956",30,$132,"$23,833,036","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre",$23.9M
2020/12/11,1,The Croods: A New Age,"$3,779,165","2,115","$1,787","$25,029,270","Kids & family, Comedy, Adventure, Animation",English,Joel Crawford,"Nov 25, 2020",1h 35m,Universal Pictures,DreamWorks Animation,$58.5M
2020/12/11,2,Half Brothers,"$645,905","1,386",$466,"$1,537,430","Comedy, Drama",English,Christoph Lehmann,"Sep 21, 2018",1h 37m,Parade Deck Films,,$1.1K
2020/12/11,3,Freaky,"$423,310","1,235",$343,"$8,341,675","Horror, Comedy",English,Christopher Landon,"Nov 13, 2020",1h 41m,Universal Pictures,Blumhouse Productions,$9.0M
2020/12/11,4,Elf,"$400,000",850,$471,"$175,026,840","Kids & family, Holiday, Comedy, Fantasy",English,Jon Favreau,"Nov 7, 2003",1h 37m,New Line Cinema,"Guy Walks into a Bar Productions, Gold/Miller Productions, Shawn Danielle Production Services, Mosaic Media Group",$177.1M
2020/12/11,5,The War with Grandpa,"$332,378","1,080",$308,"$18,030,333",Comedy,English,Tim Hill,"Oct 9, 2020",1h 34m,101 Studios,"TRI G, Dimension Films, Emmett/Furla/Oasis Films, Marro Films, West Madison Entertainment",$21.3M
2020/12/11,-,All My Life,"$277,635",965,$288,"$758,565","Drama, Romance",English,Marc Meyers,"Dec 4, 2020",1h 33m,Universal Pictures,"Broken Road Productions, Universal Pictures, Perfect World Pictures",$909.9K
2020/12/11,-,The Polar Express,"$245,000",300,$817,"$184,110,445","Kids & family, Holiday, Fantasy, Animation",English,Robert Zemeckis,"Nov 10, 2004",1h 40m,"Warner Bros. Pictures, Castle Rock","Universal CGI, Playtone Productions, ImageMovers, Warner Brothers, Castle Rock Entertainment, Golden Mean",$125.9M
2020/12/11,-,National Lampoon’s Christmas Vacation,"$239,000",620,$385,"$71,558,546","Holiday, Comedy",English,Jeremiah S. Chechik,"Dec 1, 1989",1h 37m,Warner Bros.,"Warner Brothers, Hughes Entertainment",$70.0M
2020/12/11,-,Come Play,"$215,865",610,$354,"$9,249,580","Horror, Mystery & thriller",English,Jacob Chase,"Oct 30, 2020",1h 36m,Focus Features,"The Picture Company, Participant Media, Reliance Entertainment, Amblin Entertainment",$10.5M
2020/12/11,-,Tenet,"$188,662",478,$395,"$57,850,226","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures",$58.1M
2020/12/11,-,Honest Thief,"$177,843",625,$285,"$14,063,614","Action, Mystery & thriller",English,Mark Williams,"Oct 16, 2020",1h 39m,Open Road,"Ingenious Media, Cutting Edge Group, J Cubed Film Finance, Sprockefeller Pictures, Briarcliff Entertainment, Samuel Marshall Productions, Argonaut Entertainment Partners, Dreadnought Films, Zero Gravity Management, Honest Thief Productions",$14.2M
2020/12/11,-,Let Him Go,"$160,090",765,$209,"$9,246,140","Drama, Mystery & thriller",English,Thomas Bezucha,"Nov 6, 2020",1h 54m,Focus Features,Mazur / Kaplan Company,$9.4M
2020/12/11,-,Wild Mountain Thyme,"$148,513",450,$330,"$148,513","Romance, Comedy",English,John Patrick Shanley,"Dec 11, 2020",1h 42m,Bleecker Street Media,"Sea Around Us, Mar-Key Pictures, Amasia Entertainment, Likely Story, Aperture Media Partners, Port Pictures",$194.9K
2020/12/11,-,Archenemy,"$71,836",94,$764,"$71,836","Action, Mystery & thriller",English,Adam Egypt Mortimer,"Dec 11, 2020",1h 30m,RLJE Films,"Almost Never Films Inc., Metrol Technology, SpectreVision, Legion M, Head Gear Films, 3:59",$119.4K
2020/12/11,-,The Forgotten Carols,"$55,720",70,$796,"$428,062","Music, Kids & family, Musical",English,Christy Summerhays,"Nov 20, 2020",2h 10m,Purdie Distribution,Shining Star Entertainment,
2020/12/11,-,The Last Vermeer,"$47,881",869,$55,"$675,958",Drama,English,Dan Friedkin,"Nov 20, 2020",1h 57m,TriStar Pictures,"Imperative Entertainment, NL Film",$682.3K
2020/12/11,-,Mario Puzo’s The Godfather Coda: The Death of M…,"$22,407",156,$144,"$66,615,859","Crime, Drama",English,Francis Ford Coppola,"Dec 25, 1990",2h 41m,Paramount Pictures,"Paramount Pictures, Zoetrope Studios",$64.6M
2020/12/11,-,Always & Forever,"$21,272",4,"$5,318","$89,918",Romance,English,Kevin Connor,,1h 26m,,Larry Levinson Productions,
2020/12/11,-,The New Mutants,"$15,975",234,$68,"$23,849,011","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre",$23.9M
2020/12/11,-,The Empty Man,"$7,675",175,$44,"$2,990,530","Horror, Mystery & thriller",English,David Prior,"Oct 23, 2020",2h 17m,20th Century Studios,"Boom! Studios, Out of Africa Entertainment",$3.0M
2020/12/18,1,The Croods: A New Age,"$3,587,470","1,906","$1,882","$28,616,740","Kids & family, Comedy, Adventure, Animation",English,Joel Crawford,"Nov 25, 2020",1h 35m,Universal Pictures,DreamWorks Animation,$58.5M
2020/12/18,-,Monster Hunter,"$3,092,417","1,736","$1,781","$3,092,417","Fantasy, Adventure, Action",English,Paul W.S. Anderson,"Dec 18, 2020",1h 43m,"Sony Pictures Entertainment, Screen Gems","Tencent Pictures, Constantin Film, Capcom, Impact Pictures, Toho Company",$15.1M
2020/12/18,-,Fatale,"$1,301,522","1,107","$1,176","$1,301,522","Mystery & thriller, Drama",English,Deon Taylor,"Dec 18, 2020",1h 43m,Lionsgate Films,Hidden Empire Film Group,$6.3M
2020/12/18,-,Half Brothers,"$417,215","1,143",$365,"$1,954,645","Comedy, Drama",English,Christoph Lehmann,"Sep 21, 2018",1h 37m,Parade Deck Films,,$1.1K
2020/12/18,-,The War with Grandpa,"$387,425",803,$482,"$18,417,758",Comedy,English,Tim Hill,"Oct 9, 2020",1h 34m,101 Studios,"TRI G, Dimension Films, Emmett/Furla/Oasis Films, Marro Films, West Madison Entertainment",$21.3M
2020/12/18,-,Elf,"$365,000",600,$608,"$175,391,840","Kids & family, Holiday, Comedy, Fantasy",English,Jon Favreau,"Nov 7, 2003",1h 37m,New Line Cinema,"Guy Walks into a Bar Productions, Gold/Miller Productions, Shawn Danielle Production Services, Mosaic Media Group",$177.1M
2020/12/18,-,Freaky,"$268,420",785,$342,"$8,610,095","Horror, Comedy",English,Christopher Landon,"Nov 13, 2020",1h 41m,Universal Pictures,Blumhouse Productions,$9.0M
2020/12/18,-,The Polar Express,"$231,000",450,$513,"$184,341,445","Kids & family, Holiday, Fantasy, Animation",English,Robert Zemeckis,"Nov 10, 2004",1h 40m,"Warner Bros. Pictures, Castle Rock","Universal CGI, Playtone Productions, ImageMovers, Warner Brothers, Castle Rock Entertainment, Golden Mean",$125.9M
2020/12/18,-,Come Play,"$177,870",427,$417,"$9,427,450","Horror, Mystery & thriller",English,Jacob Chase,"Oct 30, 2020",1h 36m,Focus Features,"The Picture Company, Participant Media, Reliance Entertainment, Amblin Entertainment",$10.5M
2020/12/18,-,National Lampoon’s Christmas Vacation,"$166,000",500,$332,"$71,724,546","Holiday, Comedy",English,Jeremiah S. Chechik,"Dec 1, 1989",1h 37m,Warner Bros.,"Warner Brothers, Hughes Entertainment",$70.0M
2020/12/18,-,Tenet,"$149,888",340,$441,"$58,000,114","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures",$58.1M
2020/12/18,-,All My Life,"$117,180",609,$192,"$875,745","Drama, Romance",English,Marc Meyers,"Dec 4, 2020",1h 33m,Universal Pictures,"Broken Road Productions, Universal Pictures, Perfect World Pictures",$909.9K
2020/12/18,-,Let Him Go,"$89,485",406,$220,"$9,335,625","Drama, Mystery & thriller",English,Thomas Bezucha,"Nov 6, 2020",1h 54m,Focus Features,Mazur / Kaplan Company,$9.4M
