,FCLTY_NM,EVENT_SDIV_NM,EVENT_NM,RENTLSPCE_BEGIN_DE,RENTLSPCE_END_DE,REQST_EVENT_NMPR_CO,EXCCLC_EVENT_NMPR_CO,ISE_ELSE_FLAG_NM,USE_DAY_CO,WEEKDAY_BEGIN,WEEKDAY_END,WEEKEND,HOLIDAY,YEAR_END,BEGIN_AVG_WEEKDAY,END_AVG_WEEKDAY,AVG_MONTH,년도,월,계절,텍스트,유사공연_가중평균
437,KSPO DOME(체조경기장),문화예술행사,슈퍼주니어 월드투어 슈퍼쇼6 앵콜,2015-07-11,2015-07-12,19707,16277,내부,2,5,6,1,0,0,6682.392273,9046.74234,6792.970874,2015년,7월,여름,핸드볼경기장 체육행사 제28회 한국사회인검도대회 2015년 7월 여름 내부,924.9864663
438,핸드볼경기장,체육행사,제28회 한국사회인검도대회,2015-07-11,2015-07-12,3000,1300,내부,2,5,6,1,0,0,6682.392273,9046.74234,6792.970874,2015년,7월,여름,KSPO DOME(체조경기장) 문화예술행사 슈퍼주니어 월드투어 슈퍼쇼6 앵콜 2015년 7월 여름 내부,24384.44455
439,올림픽홀,대중공연,2015 투첼로스 내한공연,2015-07-12,2015-07-12,2500,1390,내부,1,6,6,1,0,0,4671.767123,9046.74234,6792.970874,2015년,7월,여름,올림픽홀 대중공연 2015 투첼로스 내한공연 2015년 7월 여름 내부,2389.135768
440,올림픽홀,대중공연,인피니트 신보 쇼케이스,2015-07-13,2015-07-13,2500,2310,내부,1,0,0,0,0,0,4026.73913,19989.09615,6792.970874,2015년,7월,여름,올림픽홀 대중공연 인피니트 신보 쇼케이스 2015년 7월 여름 내부,3456.65008
441,핸드볼경기장,체육행사,2015 오텍컵 보치아 월드오픈 챔피온십 코리아,2015-07-18,2015-07-23,300,2600,내부,6,5,3,1,0,0,6682.392273,3046.842105,6792.970874,2015년,7월,여름,핸드볼경기장 체육행사 2015 오텍컵 보치아 월드오픈 챔피온십 코리아 2015년 7월 여름 내부,2037.988401
442,올림픽홀,대중공연,2015 정용화 앵콜콘서트One Fine day,2015-07-18,2015-07-19,2500,4290,내부,2,5,6,1,0,0,6682.392273,9046.74234,6792.970874,2015년,7월,여름,올림픽홀 대중공연 2015 정용화 앵콜콘서트One Fine day 2015년 7월 여름 내부,3300.928598
443,우리금융아트홀,대중공연,배우 지창욱 생일파티 & 팬미팅 행사,2015-07-25,2015-07-25,1100,1088,내부,1,5,5,1,0,0,6682.392273,3467.288401,6792.970874,2015년,7월,여름,우리금융아트홀 대중공연 배우 지창욱 생일파티 & 팬미팅 행사 2015년 7월 여름 내부,1817.726341
444,KSPO DOME(체조경기장),문화예술행사,팀 버튼 영화음악 콘서트,2015-07-31,2015-08-01,12000,9093,내부,2,4,5,1,0,0,9870.415686,3467.288401,6792.970874,2015년,7월 8월,,KSPO DOME(체조경기장) 문화예술행사 팀 버튼 영화음악 콘서트 2015년 7월 8월  내부,17782.33
445,올림픽홀,대중공연,2015 TEEN TOP CONCERT IN SEOUL(틴탑 콘서트),2015-08-01,2015-08-02,3000,4900,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2015년,8월,여름,올림픽홀 대중공연 2015 TEEN TOP CONCERT IN SEOUL(틴탑 콘서트) 2015년 8월 여름 내부,3605.340432
446,KSPO DOME(체조경기장),문화예술행사,2015 인피니트 2번째 월드투어,2015-08-08,2015-08-09,21819,21147,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2015년,8월,여름,KSPO DOME(체조경기장) 문화예술행사 2015 인피니트 2번째 월드투어 2015년 8월 여름 내부,19629.39787
447,올림픽홀,대중공연,2015 FTISLAND CONCERT WE WILL,2015-08-08,2015-08-09,3000,4090,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2015년,8월,여름,올림픽홀 대중공연 2015 FTISLAND CONCERT WE WILL 2015년 8월 여름 내부,3538.667657
448,올림픽홀,대중공연,이매진 드래곤스 내한공연 (Imagine Dragons Live In Korea),2015-08-13,2015-08-13,3900,3480,내부,1,3,3,0,0,0,15796.44595,3046.842105,7725.131868,2015년,8월,여름,올림픽홀 대중공연 이매진 드래곤스 내한공연 (Imagine Dragons Live In Korea) 2015년 8월 여름 내부,1904.510801
449,KSPO DOME(체조경기장),문화예술행사,Audi Live 2015 퍼렐 윌리엄스(Pharrell Williams) 내한공연,2015-08-14,2015-08-14,14000,9200,내부,1,4,4,0,0,0,9870.415686,2788.224138,7725.131868,2015년,8월,여름,KSPO DOME(체조경기장) 문화예술행사 Audi Live 2015 퍼렐 윌리엄스(Pharrell Williams) 내한공연 2015년 8월 여름 내부,16614.5783
450,올림픽홀,대중공연,슈퍼주니어 KRY 두번째 아시아 투어,2015-08-22,2015-08-23,5000,5270,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2015년,8월,여름,KSPO DOME(체조경기장) 문화예술행사 2015 신화 17주년 콘서트 -GRAND FINALE- 2015년 8월 여름 내부,20031.84016
451,KSPO DOME(체조경기장),문화예술행사,2015 신화 17주년 콘서트 -GRAND FINALE-,2015-08-22,2015-08-23,22500,18079,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2015년,8월,여름,올림픽홀 대중공연 슈퍼주니어 KRY 두번째 아시아 투어 2015년 8월 여름 내부,4555.274225
452,우리금융아트홀,대중공연,마마무 미니콘서트 <음오아예> (가제),2015-08-23,2015-08-23,1000,2195,내부,1,6,6,1,0,0,4671.767123,9046.74234,7725.131868,2015년,8월,여름,우리금융아트홀 대중공연 마마무 미니콘서트 <음오아예> (가제) 2015년 8월 여름 내부,1586.619905
453,평화의광장,공공행사,2015 서울엘리트재능나눔 페스티벌,2015-08-29,2015-08-29,5000,3500,외부,1,5,5,1,0,0,6682.392273,3467.288401,7725.131868,2015년,8월,여름,올림픽홀 대중공연 포맨 단독 콘서트 2015년 8월 여름 내부,4249.072777
454,올림픽홀,대중공연,포맨 단독 콘서트,2015-08-29,2015-08-30,2000,2890,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2015년,8월,여름,평화의광장 공공행사 2015 서울엘리트재능나눔 페스티벌 2015년 8월 여름 외부,2381.887276
455,KSPO DOME(체조경기장),문화예술행사,2015 BEAST BEAUTIFUL SHOW(2015비스트 뷰티풀쇼),2015-08-29,2015-08-30,20000,16643,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2015년,8월,여름,KSPO DOME(체조경기장) 문화예술행사 2015 BEAST BEAUTIFUL SHOW(2015비스트 뷰티풀쇼) 2015년 8월 여름 내부,18876.75264
456,우리금융아트홀,문화예술행사,조이올팍 브런치콘서트2,2015-09-02,2015-10-29,800,708,내부,58,2,3,0,1,0,4465.204819,3046.842105,5362.772727,2015년,9월 10월,,우리금융아트홀 문화예술행사 조이올팍 브런치콘서트2 2015년 9월 10월  내부,5432.90573
457,평화의광장,공공행사,2015 서울국제유스양궁페스타,2015-09-03,2015-09-09,600,750,외부,7,3,2,0,0,0,15796.44595,5102.242857,5362.772727,2015년,9월 10월,,K-아트홀 대중공연 태권타악 퍼포먼스 비가비 2015년 9월 10월  내부,2619.063822
458,K-아트홀,대중공연,태권타악 퍼포먼스 비가비,2015-09-03,2015-10-30,32360,12129,내부,58,3,4,0,1,0,15796.44595,2788.224138,5362.772727,2015년,9월,가을,평화의광장 공공행사 2015 서울국제유스양궁페스타 2015년 9월 가을 외부,2696.843851
459,88잔디마당,문화예술행사,2015 크레디아 파크콘서트 - 디즈니 인 콘서트 & 정명훈과 베토벤,2015-09-05,2015-09-06,10500,11965,외부,2,5,6,1,0,0,6682.392273,9046.74234,5362.772727,2015년,9월,가을,88잔디마당 문화예술행사 2015 크레디아 파크콘서트 - 디즈니 인 콘서트 & 정명훈과 베토벤 2015년 9월 가을 외부,10543.07075
460,KSPO DOME(체조경기장),문화예술행사,마룬파이브 내한공연 (Maroon 5 Live in Korea),2015-09-07,2015-09-07,11100,25054,내부,1,0,0,0,0,0,4026.73913,19989.09615,5362.772727,2015년,9월,가을,KSPO DOME(체조경기장) 문화예술행사 마룬파이브 내한공연 (Maroon 5 Live in Korea) 2015년 9월 가을 내부,15506.99492
461,뮤즈라이브,문화예술행사,"레드벨벳 쇼케이스(Red Velvet, The First Album[The Red]  Preview)",2015-09-08,2015-09-08,80,110,내부,1,1,1,0,0,0,5544.786885,6651.4375,5362.772727,2015년,9월,가을,"뮤즈라이브 문화예술행사 레드벨벳 쇼케이스(Red Velvet, The First Album[The Red]  Preview) 2015년 9월 가을 내부",2065.149142
462,몽촌해자수변무대B,공공행사,제6회 대한민국 국제관악제 & 관악의 한마당,2015-09-12,2015-09-12,1000,500,외부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2015년,9월,가을,몽촌해자수변무대B 공공행사 제6회 대한민국 국제관악제 & 관악의 한마당 2015년 9월 가을 외부,9181.380463
463,뮤즈라이브,문화예술행사,아이엠낫 1집 발매 기념공연,2015-09-18,2015-09-19,400,268,내부,2,4,5,1,0,0,9870.415686,3467.288401,5362.772727,2015년,9월,가을,뮤즈라이브 문화예술행사 아이엠낫 1집 발매 기념공연 2015년 9월 가을 내부,1296.285072
464,올림픽홀,대중공연,준호(from 2PM) 1ST SOLO CONCERT IN SEOUL,2015-09-19,2015-09-20,8000,3487,내부,2,5,6,1,0,0,6682.392273,9046.74234,5362.772727,2015년,9월,가을,올림픽홀 대중공연 준호(from 2PM) 1ST SOLO CONCERT IN SEOUL 2015년 9월 가을 내부,4374.253559
465,우리금융아트홀,대중공연,넬 콘서트,2015-09-19,2015-09-20,3700,3700,내부,2,5,6,1,0,0,6682.392273,9046.74234,5362.772727,2015년,9월,가을,우리금융아트홀 대중공연 넬 콘서트 2015년 9월 가을 내부,2150.11115
466,평화의광장,공공행사,제4회 송파구청장배 한성백제마라톤 대회,2015-09-20,2015-09-20,1300,2000,외부,1,6,6,1,0,0,4671.767123,9046.74234,5362.772727,2015년,9월,가을,평화의광장 공공행사 제4회 송파구청장배 한성백제마라톤 대회 2015년 9월 가을 외부,853.2053706
467,KSPO DOME(체조경기장),문화예술행사,2015 Live 뮤즈(Muse) 내한공연,2015-09-30,2015-09-30,10000,10934,내부,1,2,2,0,0,0,4465.204819,5102.242857,5362.772727,2015년,9월,가을,KSPO DOME(체조경기장) 문화예술행사 2015 Live 뮤즈(Muse) 내한공연 2015년 9월 가을 내부,16945.45984
468,KSPO DOME(체조경기장),문화예술행사,2015 WIN(아이콘) 콘서트,2015-10-03,2015-10-03,13000,11742,내부,1,5,5,1,1,0,6682.392273,3467.288401,10281.05325,2015년,10월,가을,KSPO DOME(체조경기장) 문화예술행사 2015 WIN(아이콘) 콘서트 2015년 10월 가을 내부,20127.23563
469,우리금융아트홀,대중공연,추석맞이 김영임의 효 대공연,2015-10-03,2015-10-03,2000,1080,내부,1,5,5,1,1,0,6682.392273,3467.288401,10281.05325,2015년,10월,가을,우리금융아트홀 대중공연 추석맞이 김영임의 효 대공연 2015년 10월 가을 내부,1941.633914
470,88호수수변무대,문화예술행사,2015 이승환 콘서트 차카게살자 15번째,2015-10-03,2015-10-03,1000,1165,외부,1,5,5,1,1,0,6682.392273,3467.288401,10281.05325,2015년,10월,가을,88호수수변무대 문화예술행사 2015 이승환 콘서트 차카게살자 15번째 2015년 10월 가을 외부,6404.334935
471,평화의광장,공공행사,제15회 한성백제문화제,2015-10-08,2015-10-11,550000,100000,외부,4,3,6,1,1,0,15796.44595,9046.74234,10281.05325,2015년,10월,가을,평화의광장 공공행사 제15회 한성백제문화제 2015년 10월 가을 외부,96664.47216
472,올림픽홀,문화예술행사,SG워너비 단독 콘서트,2015-10-09,2015-10-10,5400,4900,내부,2,4,5,1,1,0,9870.415686,3467.288401,10281.05325,2015년,10월,가을,올림픽홀 문화예술행사 SG워너비 단독 콘서트 2015년 10월 가을 내부,4251.417796
473,KSPO DOME(체조경기장),문화예술행사,2015 김동률 서울 앵콜 공연,2015-10-09,2015-10-10,28500,30148,내부,2,4,5,1,1,0,9870.415686,3467.288401,10281.05325,2015년,10월,가을,KSPO DOME(체조경기장) 문화예술행사 2015 김동률 서울 앵콜 공연 2015년 10월 가을 내부,20040.84651
474,우리금융아트홀,대중공연,창작뮤지컬 매의 아들,2015-10-10,2015-11-08,32000,8304,내부,30,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2015년,10월 11월,,우리금융아트홀 대중공연 창작뮤지컬 매의 아들 2015년 10월 11월  내부,2593.856818
475,88호수수변무대,문화예술행사,어쿠스틱 밴드 '살피재 4번출구' 콘서트,2015-10-10,2015-10-10,100,100,외부,1,5,5,1,0,0,6682.392273,3467.288401,10281.05325,2015년,10월,가을,88호수수변무대 문화예술행사 어쿠스틱 밴드 '살피재 4번출구' 콘서트 2015년 10월 가을 외부,5344.562732
476,88호수수변무대,공공행사,Fun & Run Health Camp,2015-10-11,2015-10-11,150,150,외부,1,6,6,1,0,0,4671.767123,9046.74234,10281.05325,2015년,10월,가을,88호수수변무대 공공행사 Fun & Run Health Camp 2015년 10월 가을 외부,12929.8358
477,뮤즈라이브,문화예술행사,벅스TV vol.9 어쿠스틱 콜라보,2015-10-12,2015-10-12,220,220,내부,1,0,0,0,0,0,4026.73913,19989.09615,10281.05325,2015년,10월,가을,뮤즈라이브 문화예술행사 벅스TV vol.9 어쿠스틱 콜라보 2015년 10월 가을 내부,996.1696851
478,KSPO DOME(체조경기장),문화예술행사,그랜드민트 페스티벌 5,2015-10-17,2015-10-18,15000,4730,내부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2015년,10월,가을,KSPO DOME(체조경기장) 문화예술행사 그랜드민트 페스티벌 5 2015년 10월 가을 내부,13736.07595
479,88호수수변무대,문화예술행사,그랜드민트 페스티벌 5,2015-10-17,2015-10-18,15000,1000,외부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2015년,10월,가을,88호수수변무대 문화예술행사 그랜드민트 페스티벌 5 2015년 10월 가을 외부,4748.381207
480,88잔디마당,문화예술행사,그랜드민트 페스티벌 5,2015-10-17,2015-10-18,15000,16616,외부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2015년,10월,가을,핸드볼경기장 문화예술행사 그랜드민트 페스티벌 5 2015년 10월 가을 내부,6354.485192
481,기타,공공행사,제3회 책 읽는 송파 북페스티벌,2015-10-17,2015-10-18,1000,1000,외부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2015년,10월,가을,기타 공공행사 제3회 책 읽는 송파 북페스티벌 2015년 10월 가을 외부,28528.58016
482,핸드볼경기장,문화예술행사,그랜드민트 페스티벌 5,2015-10-17,2015-10-18,15000,800,내부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2015년,10월,가을,88잔디마당 문화예술행사 그랜드민트 페스티벌 5 2015년 10월 가을 외부,5947.853686
483,올림픽홀,문화예술행사,IBK기업은행과 함께하는 다섯 번째 참! 좋은 음악회,2015-10-22,2015-10-22,6000,5180,내부,1,3,3,0,0,0,15796.44595,3046.842105,10281.05325,2015년,10월,가을,올림픽홀 문화예술행사 IBK기업은행과 함께하는 다섯 번째 참! 좋은 음악회 2015년 10월 가을 내부,2816.328001
484,KSPO DOME(체조경기장),문화예술행사,임재범30주년 전국투어콘서트,2015-10-30,2015-10-31,9000,10424,내부,2,4,5,1,0,0,9870.415686,3467.288401,10281.05325,2015년,10월,가을,KSPO DOME(체조경기장) 문화예술행사 임재범30주년 전국투어콘서트 2015년 10월 가을 내부,17330.8904
485,평화의광장,공공행사,2018평창동계올림픽대회 성공개최를 위한 문화시민 응원단 출범식,2015-10-31,2015-10-31,2000,2000,외부,1,5,5,1,0,0,6682.392273,3467.288401,10281.05325,2015년,10월,가을,평화의광장 공공행사 2018평창동계올림픽대회 성공개최를 위한 문화시민 응원단 출범식 2015년 10월 가을 외부,8867.159237
486,올림픽홀,대중공연,Fluid Infinity 디아블로 내한공연,2015-11-03,2015-11-05,3000,4267,내부,3,1,3,0,0,0,5544.786885,3046.842105,5637.125,2015년,11월,가을,올림픽홀 대중공연 Fluid Infinity 디아블로 내한공연 2015년 11월 가을 내부,2217.585909
487,뮤즈라이브,문화예술행사,'솔리튜드' 이선행 재즈 퀸텟 콘서트,2015-11-12,2015-11-12,200,200,내부,1,3,3,0,0,0,15796.44595,3046.842105,5637.125,2015년,11월,가을,뮤즈라이브 문화예술행사 '솔리튜드' 이선행 재즈 퀸텟 콘서트 2015년 11월 가을 내부,1163.132678
488,올림픽홀,대중공연,2015 스윗소로우 10주년 기념 콘서트,2015-11-13,2015-11-15,7500,5788,내부,3,4,6,1,0,0,9870.415686,9046.74234,5637.125,2015년,11월,가을,올림픽홀 대중공연 2015 스윗소로우 10주년 기념 콘서트 2015년 11월 가을 내부,3320.21503
489,KSPO DOME(체조경기장),문화예술행사,조장혁콘서트,2015-11-14,2015-11-14,6000,5837,내부,1,5,5,1,0,0,6682.392273,3467.288401,5637.125,2015년,11월,가을,KSPO DOME(체조경기장) 문화예술행사 조장혁콘서트 2015년 11월 가을 내부,16658.79942
490,핸드볼경기장,체육행사,제7회 KPDC 전국프로아마 선수권대회,2015-11-15,2015-11-15,1000,400,내부,1,6,6,1,0,0,4671.767123,9046.74234,5637.125,2015년,11월,가을,핸드볼경기장 체육행사 제7회 KPDC 전국프로아마 선수권대회 2015년 11월 가을 내부,1123.732757
491,우리금융아트홀,문화예술행사,조이올팍 브런치콘서트3,2015-11-18,2015-11-18,1000,720,내부,1,2,2,0,0,0,4465.204819,5102.242857,5637.125,2015년,11월,가을,우리금융아트홀 문화예술행사 조이올팍 브런치콘서트3 2015년 11월 가을 내부,4717.531869
492,우리금융아트홀,문화예술행사,조이올팍 김경호 Rock 콘서트,2015-11-21,2015-11-21,1000,903,내부,1,5,5,1,0,0,6682.392273,3467.288401,5637.125,2015년,11월,가을,KSPO DOME(체조경기장) 문화예술행사 2015 소녀시대 월드투어 2015년 11월 가을 내부,17769.30116
493,KSPO DOME(체조경기장),문화예술행사,2015 소녀시대 월드투어,2015-11-21,2015-11-22,15880,12525,내부,2,5,6,1,0,0,6682.392273,9046.74234,5637.125,2015년,11월,가을,올림픽홀 대중공연 2015 아이유 전국투어 콘서트 2015년 11월 가을 내부,3677.153593
494,올림픽홀,대중공연,2015 아이유 전국투어 콘서트,2015-11-21,2015-11-22,5500,5920,내부,2,5,6,1,0,0,6682.392273,9046.74234,5637.125,2015년,11월,가을,우리금융아트홀 문화예술행사 조이올팍 김경호 Rock 콘서트 2015년 11월 가을 내부,3411.127717
495,핸드볼보조경기장,문화예술행사,방탄소년단 콘서트,2015-11-27,2015-11-29,9000,12451,내부,3,4,6,1,0,0,9870.415686,9046.74234,5637.125,2015년,11월,가을,핸드볼보조경기장 문화예술행사 방탄소년단 콘서트 2015년 11월 가을 내부,5673.569295
496,올림픽홀,문화예술행사,언프리티 랩스타 2 콘서트,2015-11-28,2015-11-28,7000,4390,내부,1,5,5,1,0,0,6682.392273,3467.288401,5637.125,2015년,11월 12월 1월,,우리금융아트홀 대중공연 최현우 매직콘서트＜셜록홈즈> 2015년 11월 12월 1월  내부,4292.721848
497,우리금융아트홀,대중공연,최현우 매직콘서트＜셜록홈즈>,2015-11-28,2016-01-03,38000,26207,내부,37,5,6,1,1,0,6682.392273,9046.74234,5637.125,2015년,11월,가을,KSPO DOME(체조경기장) 문화예술행사 2015 UFC IN KOREA 2015년 11월 가을 내부,17218.21439
